Url,Anchor Text,External
https://www.ncbi.nlm.nih.gov/pubmed/23935031,"Binder M et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Blatri_F921_1,Blakeslea trispora F921 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Blatri_F986_2,Blakeslea trispora F986 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Blatri1,Blakeslea trispora NRRL 2456 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Arxad1,Blastobotrys (Arxula) adeninivorans,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/24834124,"Kunze G et al., 2014",TRUE
https://mycocosm.jgi.doe.gov/Blain1,Blastobotrys indianensis NRRL YB-1950,FALSE
https://mycocosm.jgi.doe.gov/Blara1,Blastobotrys raffinosifermentans NRRL Y-27150,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30415838,"Shen XX et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Blabri1,Blastocladiella britannica v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Blader1,Blastomyces dermatitidis ER-3,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26439490,"Muñoz JF et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Blade1,Blastomyces dermatitidis SLH14081,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26439490,"Muñoz JF et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Blape1,Blastomyces percursus EI222,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28176377,"Dukik K et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Bgh5874_1,Blumeria graminis f. sp. hordei 5874 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Blugr2,Blumeria graminis f. sp. hordei DH14,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29788921,"Frantzeskakis L et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/BlugrR1_1,Blumeria graminis f. sp. hordei Race1,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29788921,"Frantzeskakis L et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Blugra3_16,Blumeria graminis f. sp. tritici 96224 v3.16,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30388298,"Müller MC et al., 2019",TRUE
https://mycocosm.jgi.doe.gov/Blyhe1,Blyttiomyces helicus single-cell v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30297742,"Ahrendt SR et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Boeex1,Boeremia exigua MPI-SDFR-AT-0100 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Bolvit1,Bolbitius vitellinus SZMC-NL-1974 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Bolcoc1,Boletus coccyginus 2016PMI039 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Boled5,Boletus edulis BED1 v4.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Boledp1,Boletus edulis Přilba v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Bolret1,Boletus reticuloceps BR01,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34767630,"Wu G et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Cornip1,Boliniaceae sp. AZ0804 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Bombom1,Bombardia bombarda SMH3391-2 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Borrad1,Boreostereum radiatum TFC1981-005 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Botbo1,Botryobasidium botryosum v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/24958869,"Riley R et al., 2014",TRUE
https://mycocosm.jgi.doe.gov/Botdo1_1,Botryosphaeria dothidea,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27682468,"Marsberg A et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Botmuc1,Botryozyma mucatilis CBS 9042 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Botcin1,Botrytis cinerea T4,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/21876677,"Amselem J et al., 2011",TRUE
https://mycocosm.jgi.doe.gov/Botci1,Botrytis cinerea v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23104368,"Staats M et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Brefa1,Bretziella fagacearum C519 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Bulin1,Bulgaria inquinans CBS118.31 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Butyri1,Butyriboletus roseoflavus v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34767630,"Wu G et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Byssp1,Byssochlamys spectabilis No. 5,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/24407650,"Oka T et al., 2014",TRUE
https://mycocosm.jgi.doe.gov/Bysci1,Byssothecium circinans CBS 675.92 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/CadmalM34_1,Cadophora malorum M34,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34197206,"Stefanovic E et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Cadsp1,Cadophora sp. DSE1049 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29679020,"Knapp DG et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/CadmalM221_1,Cadophora sp. M221,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34197206,"Stefanovic E et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Cadosp1,Cadophora sp. UNIPAMPA014 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Caecom1,Caecomyces churrovis A v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893091,"Brown JL et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Calth1,Calcarisporiella thermophila CBS 279.70,FALSE
https://mycocosm.jgi.doe.gov/Calor1,Caliciopsis orientalis,FALSE
https://mycocosm.jgi.doe.gov/Calco1,Calocera cornea v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26659563,"Nagy LG et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Calvi1,Calocera viscosa v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26659563,"Nagy LG et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Calful1,Caloscypha fulgens ATCC 42695 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Calpu1,Calosphaeria pulchella,FALSE
https://mycocosm.jgi.doe.gov/Calmar1,Calycina marina TRa3180A v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34372938,"Hagestad OC et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/CtCBS203_1,Camillea tinctor CBS 203.56 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Thiar1,Canariomyces arenarius CBS 508.74 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Canalb1,Candida albicans SC5314,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/15123810,"Jones T et al., 2004",TRUE
https://mycocosm.jgi.doe.gov/Canar1,Candida arabinofermentans NRRL YB-2248 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27535936,"Riley R et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Canbo1,Candida boidinii NRRL Y-2332,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29760453,"Krassowski T et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Candu1,Candida dubliniensis CD36,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/19745113,"Jackson AP et al., 2009",TRUE
https://mycocosm.jgi.doe.gov/Canmem1,Candida membranifaciens IST 626 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35330255,"Palma M et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Canor1,Candida orthopsilosis Co 90-125,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/22563396,"Riccombeni A et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Canpa1,Candida parapsilosis CDC317,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/19465905,"Butler G et al., 2009",TRUE
https://mycocosm.jgi.doe.gov/Canta1,Candida tanzawaensis NRRL Y-17324 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27535936,"Riley R et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Cante1,Candida tenuis NRRL Y-1498 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/21788494,"Wohlbach DJ et al., 2011",TRUE
https://mycocosm.jgi.doe.gov/Cantro1,Candida tropicalis MYA3404,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32469306,"Guin K et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Tylas1,Cantharellales sp. MUCL 035158 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cananz1,Cantharellus anzutake C23 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Cap6580_1,Capnodiales sp. MNA-CCFEE 6580 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Capcor1,Capronia coronata CBS 617.96,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Capep1,Capronia epimyces CBS 606.96,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Capfu1,Capronia fungicola CBS 614.96 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Capse1,Capronia semiimmersa CBS27337,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Catan2,Catenaria anguillulae PL171 v2.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28481340,"Mondo SJ et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Caupr_SCcomb,Caulochytrium protostelioides ATCC 52028 single-cell v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30297742,"Ahrendt SR et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Caupr1,Caulochytrium protostelioides ATCC 52028 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30297742,"Ahrendt SR et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Cenge3,Cenococcum geophilum 1.58 v2.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27601008,"Peter M et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Cepal1_1,Cephaloascus albidus ATCC 66658 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cepfr1_1,Cephaloascus fragrans 12-1022 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cerbo1,Ceraceosorus bombacis ATCC 22867,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26314305,"Sharma R et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Cersp1,Ceraceosorus guamensis MCA 4658 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29771364,"Kijpornyongpan T et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Cersp379_1,Ceratobasidium sp. 379 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cersp394_1,Ceratobasidium sp. 394 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cersp395_1,Ceratobasidium sp. 395 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cersp423_1,Ceratobasidium sp. 423 v1.0,FALSE
https://mycocosm.jgi.doe.gov/CerAGI,Ceratobasidium sp. anastomosis group I; DN8442 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Ceraff1,Cercophora aff. caudata PSN171 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cercau1,Cercophora caudata CBS 606.72 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Cernew1,Cercophora newfieldiana SMH2532-1 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Cersam1,Cercophora samala CBS 307.81 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Cersc1,Cercophora scortea SMH4131-1 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Cerbe1,Cercospora berteroae CBS 538.71,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29844193,"de Jonge R et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Cerzm1,Cercospora zeae-maydis v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Cercer1,Cerinomyces ceraceus ATCC 56525 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cercru1,Cerinomyces crustulinus OMC1686 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cervir1,Ceriporia viridans OMC1683 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cersu1,Ceriporiopsis (Gelatoporia) subvermispora B,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/22434909,"Fernandez-Fueyo E et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Cerun2,Cerrena unicolor v1.1,FALSE
https://mycocosm.jgi.doe.gov/Chabre1,Chaetocladium brefeldii NRRL 2343 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chafi1,Chaetomidium fimeti CBS 168.71 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Chale1,Chaetomidium leptoderma CBS 538.74 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Chafun1,Chaetomium funicola CBS 141.50 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Chafu1,Chaetomium funicola MPI-SDFR-AT-0129 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Chagl_1,Chaetomium globosum v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/25720678,"Cuomo CA et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Chaol1,Chaetomium olivicolor CBS 102434,FALSE
https://mycocosm.jgi.doe.gov/Cha1176438,Chaetomium sp. 1176438 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chame1,Chaetomium sp. MPI-CAGE-AT-0009 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Chagl1,Chaetomium tenue MPI-SDFR-AT-0079 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Chathe1,Chaetomium thermophilum var thermophilum DSM 1495,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/21784248,"Amlacher S et al., 2011",TRUE
https://mycocosm.jgi.doe.gov/Chain1,Chaetosphaeria innumera,FALSE
https://mycocosm.jgi.doe.gov/CodFL1790_1,Chaetosphaeriaceae sp. FL1790 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cha5317_1,Chaetothyriales sp. MNA-CCFEE 5317 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chahya1,Chalara hyalina CBS 558.92 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chalo1,Chalara longipes BDJ v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/31760680,"Barbi F et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Chapip1,Chalciporus piperatus 201810 CP v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chiap1,Chionosphaera apobasidialis 52639 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chicu1,Chionosphaera cuniculicola CBS10063 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chivir1,Chiua virens LA06,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34767630,"Wu G et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Chocucu1,Choanephora cucurbitarum NRRL2744 (50) v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Chove1,Choiromyces venosus 120613-1 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30420746,"Murat C et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Chrvin1,Chroogomphus vinicolor CA002 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chylag1,Chytridium lagenaria Arg66 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Chyhya1,Chytriomyces hyalinus JEL632 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Chytri1,Chytriomyces sp. MP 71 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Cirumb1,Circinella umbellata NRRL1351 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Citma1,Citeromyces matritensis NRRL Y-2407,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29760453,"Krassowski T et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Clapol1_1,Cladochytrium polystomum WB228 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Clarep1_1,Cladochytrium replicatum JEL 714 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Clagr3,Cladonia grayi Cgr/DA2myc/ss v2.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/31337355,"Armaleo D et al., 2019",TRUE
https://mycocosm.jgi.doe.gov/Claba1,Cladophialophora bantiana CBS 173.52,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Claca1,Cladophialophora carrionii CBS 160.54,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Claim1,Cladophialophora immunda CBS83496,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Claps1,Cladophialophora psammophila CBS 110553,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Clado1,Cladophialophora sp. E105-34 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Claye1,Cladophialophora yegresii CBS 114405,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28348446,"Teixeira MM et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Clabul1,Cladorrhinum bulbillosum DJ3 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clamic1,Cladorrhinum microsclerotigenum CBS 290.75 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clasam1,Cladorrhinum samala PSN324 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Clasp259_1,Cladorrhinum sp. PSN259 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Clasp332_1,Cladorrhinum sp. PSN332 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Clafu1,Cladosporium fulvum v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23209441,"de Wit PJ et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Clasph1,Cladosporium sphaerospermum UM 843,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/22544899,"Ng KP et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Clael1,Clathrospora elynae CBS 161.51 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Claaq1,Clavariopsis aquatica WDA-00-1,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34682274,"Heeger F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Clapu1,Claviceps purpurea 20.1,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23468653,"Schardl CL et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Clalu1_2,Clavispora lusitaniae ATCC 42720,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/19465905,"Butler G et al., 2009",TRUE
https://mycocosm.jgi.doe.gov/ClaluMJ12_1,Clavispora lusitaniae MJ12 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clawha1,Clavogaster sp. whakapapa MYCOTA032 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clavir1,Clavogaster virescens MYCOTA036 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clibor1,Climacocystis borealis CliBor001 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cligib1,Clitocybe gibba IJFM A808 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33211093,"Ruiz-Dueñas FJ et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Cont1119283,Clitocybe sp. JGI1119283 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cloaq1,Clohesyomyces aquaticus v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28481340,"Mondo SJ et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Clonro1,Clonostachys rosea 406A_c4.1 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cloro1,Clonostachys rosea CBS125111 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cloros1,Clonostachys rosea IK726,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/25575496,"Karlsson M et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Ilyro1,Clonostachys sp. CORFU0009 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cocim1,Coccidioides immitis RS,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/19717792,"Sharpton TJ et al., 2009",TRUE
https://mycocosm.jgi.doe.gov/Cocpo1_1,Coccidioides posadasii C735 delta SOWgp,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/19717792,"Sharpton TJ et al., 2009",TRUE
https://mycocosm.jgi.doe.gov/Cocpos1,Coccidioides posadasii Silveira,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/20516208,"Neafsey DE et al., 2010",TRUE
https://mycocosm.jgi.doe.gov/Cocba1,Coccodinium bartschii CBS 121709 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cocst1,Coccomyces strobi CBS 202.91 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Cocca1,Cochliobolus carbonum 26-R-13 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23357949,"Condon BJ et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/CocheC4_6,Cochliobolus heterostrophus C4 v6.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/CocheC5_4m,Cochliobolus heterostrophus C5 v3.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/ChetHAW225_4,Cochliobolus heterostrophus HAW225 v4.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/ChetHm338_1,Cochliobolus heterostrophus Hm338 v1.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/ChetHm540_1,Cochliobolus heterostrophus Hm540,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23357949,"Condon BJ et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/ChetPR1x412_2,Cochliobolus heterostrophus PR1x412 v2.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/ChetPR9b_4,Cochliobolus heterostrophus PR9b v4.0,FALSE
https://dx.doi.org/10.1128/mbio.00261-23,"Haridas Sajeet et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Coclu2,Cochliobolus lunatus m118 v2.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23357949,"Condon BJ et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23357949,"Condon BJ et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Cocsa1,Cochliobolus sativus ND90Pr v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23236275,"Ohm RA et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Cocvi1,Cochliobolus victoriae FI3 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23357949,"Condon BJ et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Coemoj1,Coemansia mojavensis RSA 71 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Coere1,Coemansia reversa NRRL 1564 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/25977457,"Chang Y et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Coespi1,Coemansia spiralis RSA 1278 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Cokrec1,Cokeromyces recurvatus NRRL 2243 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Colab1,Colletotrichum abscissum IMI 504890,FALSE
